Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Source_Airport,Source_City,Source_Latitude,Source_Longitude,Source_Altitude,Destination_Airport,Destination_City,Destination_Latitude,Destination_Longitude,Destination_Altitude,Source_geometry,Destination_geometry,distance,Source_Popution,Destination_Popution
2O,146,ADQ,3531,KLN,7162,,0,BNI,Kodiak Airport,Kodiak,57.75,-152.4940033,78,Larsen Bay Airport,Larsen Bay,57.53509903,-153.9779968,87,"(57.75, -152.4940033)","(57.535099029499996, -153.977996826)",91.79824589,,
2O,146,KLN,7162,KYK,7161,,0,BNI,Larsen Bay Airport,Larsen Bay,57.53509903,-153.9779968,87,Karluk Airport,Karluk,57.56710052,-154.4499969,137,"(57.535099029499996, -153.977996826)","(57.5671005249, -154.449996948)",28.48293508,,
3E,10739,BRL,5726,ORD,3830,,0,CNC,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(40.783199310302734, -91.12550354003906)","(41.9786, -87.9048)",300.3161037,"220,411","9,458,539"
3E,10739,BRL,5726,ORD,3830,,0,CNC,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(40.783199310302734, -91.12550354003906)","(41.9786, -87.9048)",300.3161037,"169,509","9,458,539"
3E,10739,BRL,5726,STL,3678,,0,CNC,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,"(40.783199310302734, -91.12550354003906)","(38.748697, -90.370003)",234.9808794,"220,411","2,803,228"
3E,10739,BRL,5726,STL,3678,,0,CNC,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,"(40.783199310302734, -91.12550354003906)","(38.748697, -90.370003)",234.9808794,"169,509","2,803,228"
3E,10739,DEC,4042,ORD,3830,,0,CNC,Decatur Airport,Decatur,39.83459854,-88.86569977,682,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(39.83459854125977, -88.8656997680664)","(41.9786, -87.9048)",251.4787206,"152,603","9,458,539"
3E,10739,DEC,4042,ORD,3830,,0,CNC,Decatur Airport,Decatur,39.83459854,-88.86569977,682,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(39.83459854125977, -88.8656997680664)","(41.9786, -87.9048)",251.4787206,"104,009","9,458,539"
3E,10739,DEC,4042,STL,3678,,0,CNC,Decatur Airport,Decatur,39.83459854,-88.86569977,682,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,"(39.83459854125977, -88.8656997680664)","(38.748697, -90.370003)",177.1272072,"152,603","2,803,228"
3E,10739,DEC,4042,STL,3678,,0,CNC,Decatur Airport,Decatur,39.83459854,-88.86569977,682,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,"(39.83459854125977, -88.8656997680664)","(38.748697, -90.370003)",177.1272072,"104,009","2,803,228"
3E,10739,JBR,3591,STL,3678,,0,CNC,Jonesboro Municipal Airport,Jonesboro,35.83169937,-90.64640045,262,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,"(35.83169937133789, -90.64640045166016)","(38.748697, -90.370003)",324.6634535,"133,860","2,803,228"
3E,10739,ORD,3830,BRL,5726,,0,CNC,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,"(41.9786, -87.9048)","(40.783199310302734, -91.12550354003906)",300.3161037,"9,458,539","220,411"
3E,10739,ORD,3830,BRL,5726,,0,CNC,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,"(41.9786, -87.9048)","(40.783199310302734, -91.12550354003906)",300.3161037,"9,458,539","169,509"
3E,10739,ORD,3830,DEC,4042,,0,CNC,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,Decatur Airport,Decatur,39.83459854,-88.86569977,682,"(41.9786, -87.9048)","(39.83459854125977, -88.8656997680664)",251.4787206,"9,458,539","152,603"
3E,10739,ORD,3830,DEC,4042,,0,CNC,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,Decatur Airport,Decatur,39.83459854,-88.86569977,682,"(41.9786, -87.9048)","(39.83459854125977, -88.8656997680664)",251.4787206,"9,458,539","104,009"
3E,10739,STL,3678,BRL,5726,,0,CNC,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,"(38.748697, -90.370003)","(40.783199310302734, -91.12550354003906)",234.9808794,"2,803,228","220,411"
3E,10739,STL,3678,BRL,5726,,0,CNC,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,Southeast Iowa Regional Airport,Burlington,40.78319931,-91.12550354,698,"(38.748697, -90.370003)","(40.783199310302734, -91.12550354003906)",234.9808794,"2,803,228","169,509"
3E,10739,STL,3678,DEC,4042,,0,CNC,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,Decatur Airport,Decatur,39.83459854,-88.86569977,682,"(38.748697, -90.370003)","(39.83459854125977, -88.8656997680664)",177.1272072,"2,803,228","152,603"
3E,10739,STL,3678,DEC,4042,,0,CNC,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,Decatur Airport,Decatur,39.83459854,-88.86569977,682,"(38.748697, -90.370003)","(39.83459854125977, -88.8656997680664)",177.1272072,"2,803,228","104,009"
3E,10739,STL,3678,JBR,3591,,0,CNC,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,Jonesboro Municipal Airport,Jonesboro,35.83169937,-90.64640045,262,"(38.748697, -90.370003)","(35.83169937133789, -90.64640045166016)",324.6634535,"2,803,228","133,860"
3F,16262,KTN,3808,MTM,7146,,0,DHP,Ketchikan International Airport,Ketchikan,55.35559845,-131.7140045,89,Metlakatla Seaplane Base,Metakatla,55.131001,-131.578003,0,"(55.35559845, -131.7140045)","(55.131001, -131.578003)",26.4580928,,
3F,16262,MTM,7146,KTN,3808,,0,DHP,Metlakatla Seaplane Base,Metakatla,55.131001,-131.578003,0,Ketchikan International Airport,Ketchikan,55.35559845,-131.7140045,89,"(55.131001, -131.578003)","(55.35559845, -131.7140045)",26.4580928,,
3M,20710,ATL,3682,LWB,6958,,0,SF3,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Greenbrier Valley Airport,Lewisburg,37.85829926,-80.39949799,2302,"(33.6367, -84.428101)","(37.8582992554, -80.3994979858)",593.3042767,"6,020,364",
3M,20710,ATL,3682,MCN,3754,,0,SF3,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Middle Georgia Regional Airport,Macon,32.69279861,-83.64920044,354,"(33.6367, -84.428101)","(32.692798614501946, -83.64920043945312)",127.4266987,"6,020,364","229,996"
3M,20710,ATL,3682,MEI,4335,,0,SF3,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Key Field,Meridian,32.33259964,-88.75189972,297,"(33.6367, -84.428101)","(32.33259963989258, -88.75189971923828)",429.1973725,"6,020,364",
3M,20710,ATL,3682,MSL,5756,,0,SF3,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Northwest Alabama Regional Airport,Muscle Shoals,34.74530029,-87.61019897,551,"(33.6367, -84.428101)","(34.74530029, -87.61019897)",318.0317313,"6,020,364",
3M,20710,ATL,3682,PIB,5759,,0,SF3,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,31.46710014,-89.33709717,298,"(33.6367, -84.428101)","(31.467100143432614, -89.33709716796875)",519.9778952,"6,020,364",
3M,20710,ATL,3682,TUP,5773,,0,SF3,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,Tupelo Regional Airport,Tupelo,34.26810074,-88.76989746,346,"(33.6367, -84.428101)","(34.26810073852539, -88.7698974609375)",407.3702881,"6,020,364",
3M,20710,EYW,3875,FLL,3533,,0,SF3,Key West International Airport,Key West,24.55610085,-81.75959778,3,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,"(24.556100845336914, -81.75959777832031)","(26.072599, -80.152702)",233.2353822,,
3M,20710,EYW,3875,RSW,3793,,0,SF3,Key West International Airport,Key West,24.55610085,-81.75959778,3,Southwest Florida International Airport,Fort Myers,26.53619957,-81.75520325,30,"(24.556100845336914, -81.75959777832031)","(26.53619956970215, -81.75520324707031)",219.358065,,
3M,20710,EYW,3875,TPA,3646,,0,SF3,Key West International Airport,Key West,24.55610085,-81.75959778,3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(24.556100845336914, -81.75959777832031)","(27.975500106811523, -82.533203125)",386.6401756,,"3,194,831"
3M,20710,FLL,3533,EYW,3875,,0,SF3,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,Key West International Airport,Key West,24.55610085,-81.75959778,3,"(26.072599, -80.152702)","(24.556100845336914, -81.75959777832031)",233.2353822,,
3M,20710,FLL,3533,MCO,3878,,0,SF3,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(26.072599, -80.152702)","(28.429399490356445, -81.30899810791016)",285.1484546,,"2,608,147"
3M,20710,FLL,3533,TPA,3646,,0,SF3,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(26.072599, -80.152702)","(27.975500106811523, -82.533203125)",316.6216572,,"3,194,831"
3M,20710,GLH,6130,TUP,5773,,0,SF3,Mid Delta Regional Airport,Greenville,33.48289871,-90.98560333,131,Tupelo Regional Airport,Tupelo,34.26810074,-88.76989746,346,"(33.482898712158196, -90.98560333251952)","(34.26810073852539, -88.7698974609375)",222.7230067,"920,477",
3M,20710,GLH,6130,TUP,5773,,0,SF3,Mid Delta Regional Airport,Greenville,33.48289871,-90.98560333,131,Tupelo Regional Airport,Tupelo,34.26810074,-88.76989746,346,"(33.482898712158196, -90.98560333251952)","(34.26810073852539, -88.7698974609375)",222.7230067,"180,742",
3M,20710,GNV,3472,MCO,3878,,0,SF3,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(29.6900997162, -82.27179718020001)","(28.429399490356445, -81.30899810791016)",168.2713268,"329,128","2,608,147"
3M,20710,GNV,3472,MCO,3878,,0,SF3,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(29.6900997162, -82.27179718020001)","(28.429399490356445, -81.30899810791016)",168.2713268,"204,441","2,608,147"
3M,20710,GNV,3472,TPA,3646,,0,SF3,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(29.6900997162, -82.27179718020001)","(27.975500106811523, -82.533203125)",191.7389096,"329,128","3,194,831"
3M,20710,GNV,3472,TPA,3646,,0,SF3,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(29.6900997162, -82.27179718020001)","(27.975500106811523, -82.533203125)",191.7389096,"204,441","3,194,831"
3M,20710,JAX,3712,TPA,3646,,0,SF3,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(30.49410057067871, -81.68789672851562)","(27.975500106811523, -82.533203125)",291.0019137,"1,559,514","3,194,831"
3M,20710,JAX,3712,TPA,3646,,0,SF3,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(30.49410057067871, -81.68789672851562)","(27.975500106811523, -82.533203125)",291.0019137,"197,938","3,194,831"
3M,20710,LWB,6958,ATL,3682,,0,SF3,Greenbrier Valley Airport,Lewisburg,37.85829926,-80.39949799,2302,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(37.8582992554, -80.3994979858)","(33.6367, -84.428101)",593.3042767,,"6,020,364"
3M,20710,MCN,3754,ATL,3682,,0,SF3,Middle Georgia Regional Airport,Macon,32.69279861,-83.64920044,354,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.692798614501946, -83.64920043945312)","(33.6367, -84.428101)",127.4266987,"229,996","6,020,364"
3M,20710,MCN,3754,MCO,3878,,0,SF3,Middle Georgia Regional Airport,Macon,32.69279861,-83.64920044,354,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(32.692798614501946, -83.64920043945312)","(28.429399490356445, -81.30899810791016)",523.2170095,"229,996","2,608,147"
3M,20710,MCO,3878,FLL,3533,,0,SF3,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,"(28.429399490356445, -81.30899810791016)","(26.072599, -80.152702)",285.1484546,"2,608,147",
3M,20710,MCO,3878,GNV,3472,,0,SF3,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,"(28.429399490356445, -81.30899810791016)","(29.6900997162, -82.27179718020001)",168.2713268,"2,608,147","329,128"
3M,20710,MCO,3878,GNV,3472,,0,SF3,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,"(28.429399490356445, -81.30899810791016)","(29.6900997162, -82.27179718020001)",168.2713268,"2,608,147","204,441"
3M,20710,MCO,3878,MCN,3754,,0,SF3,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,Middle Georgia Regional Airport,Macon,32.69279861,-83.64920044,354,"(28.429399490356445, -81.30899810791016)","(32.692798614501946, -83.64920043945312)",523.2170095,"2,608,147","229,996"
3M,20710,MCO,3878,PNS,3564,,0,SF3,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,Pensacola Regional Airport,Pensacola,30.47340012,-87.18659973,121,"(28.429399490356445, -81.30899810791016)","(30.473400115967003, -87.18659973144501)",613.4525387,"2,608,147","502,629"
3M,20710,MCO,3878,RSW,3793,,0,SF3,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,Southwest Florida International Airport,Fort Myers,26.53619957,-81.75520325,30,"(28.429399490356445, -81.30899810791016)","(26.53619956970215, -81.75520324707031)",214.3715734,"2,608,147",
3M,20710,MCO,3878,TLH,3698,,0,SF3,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,Tallahassee Regional Airport,Tallahassee,30.39649963,-84.35030365,81,"(28.429399490356445, -81.30899810791016)","(30.396499633789066, -84.35030364990234)",366.9281104,"2,608,147","387,227"
3M,20710,MEI,4335,ATL,3682,,0,SF3,Key Field,Meridian,32.33259964,-88.75189972,297,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(32.33259963989258, -88.75189971923828)","(33.6367, -84.428101)",429.1973725,,"6,020,364"
3M,20710,MSL,5756,ATL,3682,,0,SF3,Northwest Alabama Regional Airport,Muscle Shoals,34.74530029,-87.61019897,551,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(34.74530029, -87.61019897)","(33.6367, -84.428101)",318.0317313,,"6,020,364"
3M,20710,PBI,3722,TPA,3646,,0,SF3,Palm Beach International Airport,West Palm Beach,26.68320084,-80.09559631,19,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(26.68320083618164, -80.09559631347656)","(27.975500106811523, -82.533203125)",280.5244857,,"3,194,831"
3M,20710,PIB,5759,ATL,3682,,0,SF3 ,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,31.46710014,-89.33709717,298,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(31.467100143432614, -89.33709716796875)","(33.6367, -84.428101)",519.9778952,,"6,020,364"
3M,20710,PNS,3564,MCO,3878,,0,SF3,Pensacola Regional Airport,Pensacola,30.47340012,-87.18659973,121,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(30.473400115967003, -87.18659973144501)","(28.429399490356445, -81.30899810791016)",613.4525387,"502,629","2,608,147"
3M,20710,PNS,3564,TPA,3646,,0,SF3,Pensacola Regional Airport,Pensacola,30.47340012,-87.18659973,121,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(30.473400115967003, -87.18659973144501)","(27.975500106811523, -82.533203125)",530.3452758,"502,629","3,194,831"
3M,20710,RSW,3793,EYW,3875,,0,SF3,Southwest Florida International Airport,Fort Myers,26.53619957,-81.75520325,30,Key West International Airport,Key West,24.55610085,-81.75959778,3,"(26.53619956970215, -81.75520324707031)","(24.556100845336914, -81.75959777832031)",219.358065,,
3M,20710,RSW,3793,MCO,3878,,0,SF3,Southwest Florida International Airport,Fort Myers,26.53619957,-81.75520325,30,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(26.53619956970215, -81.75520324707031)","(28.429399490356445, -81.30899810791016)",214.3715734,,"2,608,147"
3M,20710,TLH,3698,MCO,3878,,0,SF3,Tallahassee Regional Airport,Tallahassee,30.39649963,-84.35030365,81,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(30.396499633789066, -84.35030364990234)","(28.429399490356445, -81.30899810791016)",366.9281104,"387,227","2,608,147"
3M,20710,TLH,3698,TPA,3646,,0,SF3,Tallahassee Regional Airport,Tallahassee,30.39649963,-84.35030365,81,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(30.396499633789066, -84.35030364990234)","(27.975500106811523, -82.533203125)",321.3000562,"387,227","3,194,831"
3M,20710,TPA,3646,EYW,3875,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Key West International Airport,Key West,24.55610085,-81.75959778,3,"(27.975500106811523, -82.533203125)","(24.556100845336914, -81.75959777832031)",386.6401756,"3,194,831",
3M,20710,TPA,3646,FLL,3533,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,26.072599,-80.152702,9,"(27.975500106811523, -82.533203125)","(26.072599, -80.152702)",316.6216572,"3,194,831",
3M,20710,TPA,3646,GNV,3472,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,"(27.975500106811523, -82.533203125)","(29.6900997162, -82.27179718020001)",191.7389096,"3,194,831","329,128"
3M,20710,TPA,3646,GNV,3472,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Gainesville Regional Airport,Gainesville,29.69009972,-82.27179718,152,"(27.975500106811523, -82.533203125)","(29.6900997162, -82.27179718020001)",191.7389096,"3,194,831","204,441"
3M,20710,TPA,3646,JAX,3712,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,"(27.975500106811523, -82.533203125)","(30.49410057067871, -81.68789672851562)",291.0019137,"3,194,831","1,559,514"
3M,20710,TPA,3646,JAX,3712,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Jacksonville International Airport,Jacksonville,30.49410057,-81.68789673,30,"(27.975500106811523, -82.533203125)","(30.49410057067871, -81.68789672851562)",291.0019137,"3,194,831","197,938"
3M,20710,TPA,3646,PBI,3722,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Palm Beach International Airport,West Palm Beach,26.68320084,-80.09559631,19,"(27.975500106811523, -82.533203125)","(26.68320083618164, -80.09559631347656)",280.5244857,"3,194,831",
3M,20710,TPA,3646,PNS,3564,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Pensacola Regional Airport,Pensacola,30.47340012,-87.18659973,121,"(27.975500106811523, -82.533203125)","(30.473400115967003, -87.18659973144501)",530.3452758,"3,194,831","502,629"
3M,20710,TPA,3646,TLH,3698,,0,SF3,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,Tallahassee Regional Airport,Tallahassee,30.39649963,-84.35030365,81,"(27.975500106811523, -82.533203125)","(30.396499633789066, -84.35030364990234)",321.3000562,"3,194,831","387,227"
3M,20710,TUP,5773,ATL,3682,,0,SF3 ,Tupelo Regional Airport,Tupelo,34.26810074,-88.76989746,346,Hartsfield Jackson Atlanta International Airport,Atlanta,33.6367,-84.428101,1026,"(34.26810073852539, -88.7698974609375)","(33.6367, -84.428101)",407.3702881,,"6,020,364"
3M,20710,TUP,5773,GLH,6130,,0,SF3,Tupelo Regional Airport,Tupelo,34.26810074,-88.76989746,346,Mid Delta Regional Airport,Greenville,33.48289871,-90.98560333,131,"(34.26810073852539, -88.7698974609375)","(33.482898712158196, -90.98560333251952)",222.7230067,,"920,477"
3M,20710,TUP,5773,GLH,6130,,0,SF3,Tupelo Regional Airport,Tupelo,34.26810074,-88.76989746,346,Mid Delta Regional Airport,Greenville,33.48289871,-90.98560333,131,"(34.26810073852539, -88.7698974609375)","(33.482898712158196, -90.98560333251952)",222.7230067,,"180,742"
4B,20565,LAS,3877,LAX,3484,,0,PL2,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,"(36.08010101, -115.15200039999999)","(33.94250107, -118.40799709999999)",380.1701148,"2,266,715","13,214,799"
4B,20565,LAX,3484,LAS,3877,,0,PL2,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,"(33.94250107, -118.40799709999999)","(36.08010101, -115.15200039999999)",380.1701148,"13,214,799","2,266,715"
4E,\N,MCG,5965,NIB,7214,,0,PAG,McGrath Airport,Mcgrath,62.95289993,-155.6060028,341,Nikolai Airport,Nikolai,63.0186,-154.358002,441,"(62.95289993, -155.60600280000003)","(63.0186, -154.358002)",63.69189815,,
4E,\N,NIB,7214,MCG,5965,,0,PAG,Nikolai Airport,Nikolai,63.0186,-154.358002,441,McGrath Airport,Mcgrath,62.95289993,-155.6060028,341,"(63.0186, -154.358002)","(62.95289993, -155.60600280000003)",63.69189815,,
4E,\N,TLJ,3423,MCG,5965,,0,PAG,Tatalina LRRS Airport,Tatalina,62.89440155,-155.977005,964,McGrath Airport,Mcgrath,62.95289993,-155.6060028,341,"(62.894401550299996, -155.977005005)","(62.95289993, -155.60600280000003)",19.94467405,,
4W,\N,AKP,6712,FAI,3832,,0,PA2,Anaktuvuk Pass Airport,Anaktuvuk Pass,68.13359833,-151.7429962,2102,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,"(68.13359833, -151.7429962)","(64.81510162, -147.85600280000003)",408.4022179,,"96,849"
4W,\N,BTT,3417,AKP,6712,,0,PA2,Bettles Airport,Bettles,66.91390228,-151.529007,647,Anaktuvuk Pass Airport,Anaktuvuk Pass,68.13359833,-151.7429962,2102,"(66.91390228, -151.529007)","(68.13359833, -151.7429962)",136.3376614,,
4W,\N,CEM,7116,IRC,7236,,0,PA2,Central Airport,Central,65.57379913,-144.7830048,937,Circle City /New/ Airport,Circle,65.830498,-144.076008,613,"(65.57379913, -144.78300480000001)","(65.83049799999999, -144.076008)",43.28790969,,
4W,\N,CIK,7105,FAI,3832,,0,PA2,Chalkyitsik Airport,Chalkyitsik,66.64499664,-143.7400055,544,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,"(66.6449966431, -143.74000549299998)","(64.81510162, -147.85600280000003)",277.9196713,,"96,849"
4W,\N,CIK,7105,FYU,3420,,0,PA2,Chalkyitsik Airport,Chalkyitsik,66.64499664,-143.7400055,544,Fort Yukon Airport,Fort Yukon,66.57150269,-145.25,433,"(66.6449966431, -143.74000549299998)","(66.57150268554689, -145.25)",67.42234245,,
4W,\N,FAI,3832,BTT,3417,,0,PA2,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,Bettles Airport,Bettles,66.91390228,-151.529007,647,"(64.81510162, -147.85600280000003)","(66.91390228, -151.529007)",287.7834322,"96,849",
4W,\N,FAI,3832,CEM,7116,,0,PA2,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,Central Airport,Central,65.57379913,-144.7830048,937,"(64.81510162, -147.85600280000003)","(65.57379913, -144.78300480000001)",166.909446,"96,849",
4W,\N,FAI,3832,CIK,7105,,0,PA2,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,Chalkyitsik Airport,Chalkyitsik,66.64499664,-143.7400055,544,"(64.81510162, -147.85600280000003)","(66.6449966431, -143.74000549299998)",277.9196713,"96,849",
4W,\N,FAI,3832,FYU,3420,,0,PA2,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,Fort Yukon Airport,Fort Yukon,66.57150269,-145.25,433,"(64.81510162, -147.85600280000003)","(66.57150268554689, -145.25)",229.5075987,"96,849",
4W,\N,FAI,3832,MLY,7246,,0,CN1,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,Manley Hot Springs Airport,Manley Hot Springs,64.99759674,-150.6439972,270,"(64.81510162, -147.85600280000003)","(64.99759674069999, -150.643997192)",133.5331304,"96,849",
4W,\N,FAI,3832,WBQ,7115,,0,PA2,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,Beaver Airport,Beaver,66.36219788,-147.4069977,359,"(64.81510162, -147.85600280000003)","(66.36219787600001, -147.406997681)",173.7414471,"96,849",
4W,\N,FYU,3420,CIK,7105,,0,PA2,Fort Yukon Airport,Fort Yukon,66.57150269,-145.25,433,Chalkyitsik Airport,Chalkyitsik,66.64499664,-143.7400055,544,"(66.57150268554689, -145.25)","(66.6449966431, -143.74000549299998)",67.42234245,,
4W,\N,FYU,3420,FAI,3832,,0,PA2,Fort Yukon Airport,Fort Yukon,66.57150269,-145.25,433,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,"(66.57150268554689, -145.25)","(64.81510162, -147.85600280000003)",229.5075987,,"96,849"
4W,\N,IRC,7236,FAI,3832,,0,PA2,Circle City /New/ Airport,Circle,65.830498,-144.076008,613,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,"(65.83049799999999, -144.076008)","(64.81510162, -147.85600280000003)",209.3588005,,"96,849"
4W,\N,WBQ,7115,FAI,3832,,0,PA2,Beaver Airport,Beaver,66.36219788,-147.4069977,359,Fairbanks International Airport,Fairbanks,64.81510162,-147.8560028,439,"(66.36219787600001, -147.406997681)","(64.81510162, -147.85600280000003)",173.7414471,,"96,849"
4Y,1173,BET,3599,EEK,7093,,0,CNA,Bethel Airport,Bethel,60.77980042,-161.8379974,126,Eek Airport,Eek,60.21367264,-162.0438843,12,"(60.77980042, -161.8379974)","(60.21367264, -162.0438843)",64.085213,,
4Y,1173,BET,3599,KPN,7201,,0,CNA,Bethel Airport,Bethel,60.77980042,-161.8379974,126,Kipnuk Airport,Kipnuk,59.93299866,-164.0310059,11,"(60.77980042, -161.8379974)","(59.9329986572, -164.031005859)",153.4636753,,
4Y,1173,BET,3599,KWN,7206,,0,CNA,Bethel Airport,Bethel,60.77980042,-161.8379974,126,Quinhagak Airport,Quinhagak,59.7551,-161.845,42,"(60.77980042, -161.8379974)","(59.7551, -161.845)",114.1695053,,
4Y,1173,BET,3599,KWT,7095,,0,CNA,Bethel Airport,Bethel,60.77980042,-161.8379974,126,Kwethluk Airport,Kwethluk,60.79029846,-161.4440002,25,"(60.77980042, -161.8379974)","(60.790298461899994, -161.444000244)",21.49391598,,
